tconst	averageRating	numVotes
tt0013807	6.4	248
tt0013817	6.5	112
tt0013823	6.4	702
tt0013824	6.1	32
tt0013825	5.6	18
tt0013827	5.9	12
tt0013829	6.4	13
tt0013830	7.0	185
tt0013833	5.2	12
tt0013834	6.7	105
tt0013839	5.5	19
tt0013841	6.3	54
tt0013842	6.6	14
tt0013845	6.9	416
tt0013846	6.7	124
tt0013849	7.2	63
tt0013853	6.2	48
tt0013858	6.6	2884
tt0013861	5.6	15
tt0013864	6.6	22
tt0013865	6.8	122
tt0013866	5.5	28
tt0013867	7.3	32
tt0013868	6.9	130
tt0013871	4.4	22
tt0013872	6.8	48
tt0013877	7.3	25
tt0013879	5.3	14
tt0013882	7.2	22
tt0013885	5.8	37
tt0013886	6.0	24
tt0013891	6.2	11
tt0013892	6.3	50
tt0013896	6.1	69
tt0013901	6.8	20
tt0013902	7.0	35
tt0013903	5.7	21
tt0013905	6.7	13
tt0013906	5.4	31
tt0013908	6.6	36
tt0013909	5.6	358
tt0013912	6.1	69
tt0013916	6.7	132
tt0013917	5.8	33
tt0013920	5.8	19
tt0013924	8.6	13
tt0013925	6.3	24
tt0013926	6.4	37
tt0013929	5.8	11
tt0013930	5.6	50
tt0013932	6.2	76
tt0013933	7.5	1274
tt0013938	4.5	25
tt0013940	6.1	59
tt0013949	5.8	12
tt0013950	5.8	43
tt0013951	6.7	631
tt0013955	6.0	15
tt0013961	4.9	32
tt0013962	6.2	17
tt0013965	6.7	19
tt0013971	5.0	12
tt0013973	6.2	145
tt0013975	7.0	34
tt0013978	5.4	13
tt0013981	6.2	30
tt0013982	6.7	104
tt0013984	5.5	29
tt0013986	4.9	17
tt0013992	5.5	812
tt0013994	6.2	231
tt0013997	6.3	12
tt0014003	6.6	53
tt0014009	4.4	5
tt0014012	6.1	39
tt0014013	6.7	68
tt0014014	6.9	132
tt0014021	4.9	41
tt0014022	6.1	69
tt0014023	6.1	25
tt0014025	5.0	12
tt0014026	8.4	14
tt0014029	6.7	1152
tt0014031	3.3	47
tt0014032	5.8	6
tt0014034	6.5	49
tt0014039	5.8	29
tt0014040	6.3	24
tt0014045	7.3	90
tt0014046	6.2	41
tt0014051	7.0	36
tt0014057	6.1	30
tt0014061	2.7	10
tt0014063	7.1	582
tt0014064	6.1	81
tt0014066	7.0	9
tt0014068	6.8	29
tt0014069	6.6	20
tt0014073	4.6	34
tt0014074	8.2	30
tt0014079	6.8	21
tt0014081	6.1	54
tt0014090	5.6	25
tt0014097	4.9	34
tt0014100	6.3	63
tt0014108	7.0	173
tt0014109	7.0	1247
tt0014112	5.1	146
tt0014113	4.3	28
tt0014116	6.0	13
tt0014118	6.9	28
tt0014127	3.6	27
tt0014137	7.0	78
tt0014138	5.2	37
tt0014139	8.2	15
tt0014141	7.6	24
tt0014142	7.2	5354
tt0014144	5.4	17
tt0014145	3.8	19
tt0014146	6.1	72
tt0014149	5.5	13
tt0014157	5.5	34
tt0014158	7.2	20
tt0014159	6.7	20
tt0014160	4.7	16
tt0014164	7.2	14
tt0014165	5.0	14
tt0014168	6.3	27
tt0014171	4.6	64
tt0014174	6.6	11
tt0014175	5.8	34
tt0014177	6.6	16
tt0014179	5.7	110
tt0014181	6.4	10
tt0014183	6.9	14
tt0014186	6.1	106
tt0014187	6.6	18
tt0014188	5.1	18
tt0014189	4.3	18
tt0014191	5.4	76
tt0014193	4.7	17
tt0014196	5.1	37
tt0014202	6.0	38
tt0014203	4.7	15
tt0014205	6.5	1005
tt0014207	6.6	73
tt0014211	7.1	21
tt0014218	6.9	2255
tt0014223	7.2	18
tt0014228	7.6	17
tt0014229	6.0	43
tt0014231	5.8	14
tt0014239	7.6	13
tt0014241	5.9	91
tt0014248	5.6	20
tt0014249	6.2	11
tt0014258	6.3	13
tt0014262	7.0	19
tt0014264	6.8	45
tt0014269	4.7	25
tt0014279	6.8	14
tt0014284	6.3	14
tt0014285	7.9	41
tt0014293	5.7	68
tt0014298	6.8	35
tt0014301	6.3	56
tt0014302	6.9	62
tt0014303	3.7	20
tt0014309	7.1	33
tt0014310	6.3	75
tt0014316	5.6	101
tt0014320	6.5	118
tt0014321	5.3	105
tt0014322	7.0	18
tt0014323	5.9	88
tt0014332	3.9	10
tt0014339	7.0	30
tt0014341	7.8	11109
tt0014344	4.4	9
tt0014346	7.2	31
tt0014353	7.0	58
tt0014357	5.2	92
tt0014358	7.3	4999
tt0014359	5.7	25
tt0014363	6.8	86
tt0014367	5.9	18
tt0014379	6.7	23
tt0014385	6.7	36
tt0014388	5.4	17
tt0014391	5.9	24
tt0014397	6.7	311
tt0014398	6.4	28
tt0014401	6.0	9
tt0014406	6.4	1974
tt0014407	5.7	432
tt0014408	7.3	18
tt0014411	2.6	30
tt0014414	5.0	8
tt0014416	6.4	413
tt0014417	7.5	2251
tt0014419	5.6	215
tt0014423	7.1	32
tt0014426	5.7	26
tt0014429	8.1	20231
tt0014438	4.9	41
tt0014439	7.0	61
tt0014440	7.1	618
tt0014443	6.2	21
tt0014446	6.7	291
tt0014447	6.3	71
tt0014449	6.9	17
tt0014450	5.0	76
tt0014451	5.0	13
tt0014452	5.9	17
tt0014453	4.1	16
tt0014455	5.6	16
tt0014462	1.5	18
tt0014463	6.5	487
tt0014466	5.6	64
tt0014467	5.7	42
tt0014468	6.2	70
tt0014469	6.1	91
tt0014483	2.2	14
tt0014489	6.0	14
tt0014496	6.7	57
tt0014497	7.0	929
tt0014499	7.0	70
tt0014502	5.3	14
tt0014504	4.6	14
tt0014508	4.9	24
tt0014509	6.7	87
tt0014510	7.2	20
tt0014516	6.8	399
tt0014521	6.9	21
tt0014522	6.8	39
tt0014523	6.5	17
tt0014524	6.0	162
tt0014526	6.7	12
tt0014528	6.9	20
tt0014532	6.8	2248
tt0014538	7.0	4396
tt0014539	4.2	44
tt0014542	5.9	34
tt0014543	5.2	22
tt0014547	6.4	42
tt0014553	5.5	35
tt0014558	4.9	29
tt0014560	6.2	86
tt0014563	7.0	15
tt0014567	6.4	8
tt0014570	6.9	27
tt0014572	9.4	14
tt0014577	6.3	42
tt0014582	6.0	54
tt0014584	7.2	392
tt0014586	6.6	2043
tt0014588	7.3	12
tt0014600	7.0	85
tt0014602	7.0	41
tt0014604	6.4	194
tt0014605	6.9	465
tt0014606	6.1	194
tt0014607	5.7	111
tt0014608	6.3	29
tt0014611	7.4	1765
tt0014615	7.2	25
tt0014617	5.8	33
tt0014619	6.5	120
tt0014624	7.0	5398
tt0014636	6.6	858
tt0014639	5.3	58
tt0014640	6.9	10
tt0014644	5.7	33
tt0014645	6.0	18
tt0014646	6.4	2604
tt0014647	6.8	22
tt0014650	6.6	17
tt0014651	6.8	43
tt0014652	5.9	23
tt0014656	5.6	239
tt0014657	5.2	44
tt0014658	6.4	50
tt0014659	4.8	173
tt0014660	4.6	155
tt0014661	6.6	38
tt0014662	5.3	225
tt0014663	4.6	155
tt0014664	5.3	233
tt0014665	5.8	272
tt0014667	6.3	143
tt0014668	6.9	93
tt0014672	6.3	432
tt0014673	7.0	18
tt0014679	6.3	42
tt0014682	7.0	40
tt0014687	5.8	10
tt0014689	6.2	34
tt0014694	6.7	2981
tt0014696	6.5	53
tt0014699	5.4	12
tt0014701	6.7	34
tt0014702	6.6	466
tt0014703	4.7	15
tt0014706	6.6	19
tt0014707	5.8	23
tt0014713	6.8	21
tt0014720	5.4	35
tt0014721	5.9	213
tt0014733	8.3	26
tt0014734	5.9	41
tt0014741	2.3	28
tt0014742	5.3	15
tt0014748	5.3	17
tt0014749	6.4	99
tt0014752	7.0	33
tt0014756	4.9	20
tt0014759	6.3	65
tt0014760	7.0	238
tt0014762	6.6	29
tt0014763	6.8	186
tt0014764	6.0	7
tt0014767	7.6	17
tt0014770	6.6	251
tt0014774	7.0	19
tt0014775	3.4	18
tt0014776	7.0	7
tt0014782	6.3	38
tt0014784	7.4	9
tt0014788	6.4	23
tt0014797	6.3	65
tt0014811	6.7	48
tt0014816	8.0	16
tt0014817	6.2	24
tt0014826	5.6	163
tt0014836	6.8	15
tt0014837	4.4	20
tt0014839	8.0	12
tt0014845	6.1	23
tt0014854	6.7	159
tt0014857	5.8	88
tt0014866	5.2	24
tt0014867	6.7	20
tt0014869	6.9	659
tt0014872	7.3	3882
tt0014874	6.4	170
tt0014882	6.6	80
tt0014883	6.0	95
tt0014884	6.2	14
tt0014886	6.3	145
tt0014888	5.5	22
tt0014891	5.7	31
tt0014892	6.4	46
tt0014893	7.2	13
tt0014898	6.7	620
tt0014900	6.3	881
tt0014901	5.2	31
tt0014903	6.4	123
tt0014904	6.1	19
tt0014925	6.1	174
tt0014927	7.0	19
tt0014931	7.1	94
tt0014933	6.1	73
tt0014944	5.4	25
tt0014945	7.7	3389
tt0014946	6.0	19
tt0014950	5.9	24
tt0014953	5.7	31
tt0014959	2.8	9
tt0014960	4.6	28
tt0014965	4.8	16
tt0014967	6.8	114
tt0014968	6.9	35
tt0014969	2.1	22
tt0014970	3.8	17
tt0014972	7.8	3716
tt0014977	3.3	45
tt0014978	6.8	112
tt0014981	6.2	25
tt0014982	6.9	283
tt0014985	6.5	19
tt0014989	6.1	23
tt0014991	6.0	34
tt0014992	6.0	102
tt0014996	7.2	22
tt0014997	6.7	33
tt0014999	3.9	47
tt0015001	7.0	15
tt0015002	7.1	1379
tt0015004	7.4	23
tt0015005	6.3	16
tt0015014	7.2	879
tt0015015	5.9	25
tt0015016	7.2	2169
tt0015018	6.9	356
tt0015022	6.0	711
tt0015030	5.7	41
tt0015036	6.6	168
tt0015037	1.0	16
tt0015038	6.8	41
tt0015039	7.0	1054
tt0015044	6.8	15
tt0015045	7.9	15
tt0015051	6.0	89
tt0015053	5.7	40
tt0015064	8.0	13800
tt0015068	7.2	48
tt0015071	7.0	85
tt0015074	8.2	15
tt0015076	6.8	178
tt0015091	7.1	49
tt0015092	7.1	12
tt0015094	5.3	13
tt0015096	6.4	120
tt0015101	6.6	9
tt0015103	5.4	33
tt0015104	6.4	52
tt0015116	6.7	1074
tt0015117	6.9	44
tt0015119	7.1	1261
tt0015133	6.2	55
tt0015134	1.8	25
tt0015136	7.1	1814
tt0015138	8.2	6
tt0015141	6.8	85
tt0015145	6.0	490
tt0015146	5.7	21
tt0015150	7.5	25
tt0015152	6.4	67
tt0015156	4.9	8
tt0015157	5.6	7
tt0015160	8.2	6
tt0015163	7.6	9815
tt0015164	5.6	71
tt0015167	6.5	997
tt0015168	6.9	62
tt0015169	5.4	11
tt0015171	6.3	22
tt0015174	7.9	4415
tt0015175	8.1	5779
tt0015177	6.3	90
tt0015180	6.5	28
tt0015184	4.8	19
tt0015185	5.3	11
tt0015189	6.3	9
tt0015191	5.2	21
tt0015197	5.1	25
tt0015200	5.5	122
tt0015202	7.0	2873
tt0015206	5.9	16
tt0015209	6.0	17
tt0015211	6.2	14
tt0015213	6.6	163
tt0015214	7.2	1742
tt0015217	6.3	48
tt0015219	6.3	106
tt0015222	6.5	8
tt0015224	7.1	1059
tt0015228	6.1	149
tt0015229	7.0	17
tt0015230	5.2	10
tt0015232	7.1	30
tt0015233	5.8	10
tt0015239	6.4	32
tt0015240	6.2	8
tt0015241	4.2	12
tt0015243	4.8	10
tt0015245	5.7	69
tt0015253	5.9	84
tt0015256	7.7	15
tt0015258	6.0	31
tt0015263	6.4	49
tt0015268	7.2	480
tt0015270	7.8	26
tt0015273	7.0	10
tt0015284	6.5	80
tt0015285	6.5	18
tt0015287	6.5	13
tt0015289	6.1	215
tt0015299	7.5	32
tt0015310	7.1	535
tt0015311	5.5	16
tt0015312	6.3	234
tt0015313	6.4	37
tt0015318	6.7	13
tt0015322	5.4	24
tt0015324	8.2	48069
tt0015329	5.2	195
tt0015331	6.5	87
tt0015332	5.8	18
tt0015339	5.8	90
tt0015342	5.7	101
tt0015343	5.8	223
tt0015347	7.1	25
tt0015349	7.1	72
tt0015353	4.5	19
tt0015355	5.5	21
tt0015356	4.2	17
tt0015361	7.6	7853
tt0015364	6.3	17
tt0015375	4.4	13
tt0015376	7.3	19
tt0015377	5.4	78
tt0015378	6.7	120
tt0015384	6.0	1370
tt0015389	1.8	25
tt0015390	5.7	105
tt0015391	2.6	22
tt0015393	7.5	12
tt0015394	6.6	19
tt0015399	6.6	16
tt0015400	7.7	6109
tt0015407	4.5	11
tt0015409	6.6	135
tt0015411	6.0	12
tt0015412	3.2	25
tt0015413	5.7	22
tt0015414	5.3	15
tt0015417	6.3	8
tt0015419	5.6	17
tt0015423	7.1	21
tt0015426	2.8	23
tt0015431	6.8	175
tt0015433	6.7	24
tt0015442	6.7	16
tt0015443	6.1	27
tt0015444	6.2	19
tt0015445	2.6	11
tt0015451	7.2	17
tt0015452	7.2	52
tt0015453	5.5	22
tt0015454	5.8	28
tt0015456	6.8	39
tt0015457	6.1	57
tt0015460	4.4	26
tt0015465	6.6	19
tt0015466	5.8	18
tt0015467	6.5	16
tt0015471	7.4	20
tt0015477	5.6	271
tt0015491	6.7	39
tt0015492	6.9	25
tt0015493	6.1	236
tt0015494	7.5	26
tt0015495	6.8	15
tt0015498	6.8	509
tt0015500	6.5	379
tt0015501	4.5	18
tt0015504	5.7	30
tt0015505	2.5	23
tt0015508	7.0	76
tt0015518	8.0	149
tt0015520	1.0	12
tt0015522	5.9	94
tt0015524	5.7	59
tt0015526	7.0	29
tt0015532	7.8	6110
tt0015533	6.2	26
tt0015535	5.2	23
tt0015537	5.6	22
tt0015539	2.1	17
tt0015542	5.2	37
tt0015543	5.8	31
tt0015547	6.1	37
tt0015548	7.2	12
tt0015551	4.5	139
tt0015552	4.7	150
tt0015553	5.0	179
tt0015554	4.4	115
tt0015555	4.8	113
tt0015556	4.8	113
tt0015557	6.3	32
tt0015558	5.3	195
tt0015559	5.2	92
tt0015560	5.1	228
tt0015561	4.8	126
tt0015562	5.2	183
tt0015563	5.7	301
tt0015564	4.9	219
tt0015569	5.3	59
tt0015570	5.5	39
tt0015572	7.2	20
tt0015573	6.0	18
tt0015577	6.8	59
tt0015579	2.5	21
tt0015589	6.2	21
tt0015592	6.6	139
tt0015600	5.8	14
tt0015602	5.3	18
tt0015605	5.0	10
tt0015612	6.1	92
tt0015613	4.2	7
tt0015616	7.2	21
tt0015617	7.6	21
tt0015620	5.6	20
tt0015621	6.4	42
tt0015623	5.5	12
tt0015624	7.9	6686
tt0015626	7.4	17
tt0015627	6.1	49
tt0015632	6.6	85
tt0015634	6.2	1024
tt0015635	6.3	73
tt0015638	6.4	22
tt0015639	5.7	32
tt0015643	7.5	199
tt0015644	6.2	12
tt0015648	8.0	56806
tt0015653	4.3	21
tt0015657	6.0	67
tt0015661	5.3	15
tt0015662	6.8	44
tt0015663	6.6	24
tt0015665	7.0	12
tt0015669	5.7	66
tt0015670	7.3	84
tt0015671	4.6	6
tt0015673	7.1	1325
tt0015682	7.6	10
tt0015684	6.4	641
tt0015686	6.0	82
tt0015687	6.5	290
tt0015688	6.5	18
tt0015689	3.1	21
tt0015690	5.0	13
tt0015691	6.1	56
tt0015692	8.0	14
tt0015693	6.4	747
tt0015694	4.8	15
tt0015700	6.8	58
tt0015702	6.5	75
tt0015713	5.9	26
tt0015714	6.4	37
tt0015716	6.6	19
tt0015719	5.1	9
tt0015720	4.5	16
tt0015724	6.2	25
tt0015727	6.6	40
tt0015728	7.4	20
tt0015730	6.2	14
tt0015735	7.1	33
tt0015738	7.1	22
tt0015739	7.6	25
tt0015740	6.2	44
tt0015742	6.7	16
tt0015745	7.0	39
tt0015746	4.7	18
tt0015749	5.2	31
tt0015750	5.9	91
tt0015751	6.3	20
tt0015758	6.9	502
tt0015763	6.3	364
tt0015765	6.8	23
tt0015766	6.3	40
tt0015768	7.1	2042
tt0015770	5.6	21
tt0015771	5.4	23
tt0015772	6.6	1999
tt0015773	6.4	14
tt0015775	7.9	21
tt0015777	5.1	16
tt0015778	7.0	23
tt0015784	7.0	13
tt0015794	6.4	202
tt0015799	5.8	53
tt0015800	6.3	79
tt0015801	7.0	390
tt0015802	5.1	28
tt0015809	5.0	14
tt0015810	6.9	35
tt0015811	3.2	49
tt0015813	5.4	21
tt0015814	6.4	15
tt0015816	6.9	20
tt0015820	6.2	25
tt0015840	6.1	100
tt0015841	7.5	5473
tt0015842	7.1	1573
tt0015847	5.9	130
tt0015851	6.4	17
tt0015852	7.3	23
tt0015856	3.1	17
tt0015859	5.7	9
tt0015861	6.6	566
tt0015863	7.2	4261
tt0015864	8.2	109160
tt0015866	5.6	18
tt0015867	7.1	36
tt0015872	6.9	181
tt0015873	7.7	1046
tt0015875	5.4	26
tt0015881	8.1	9785
tt0015882	5.4	37
tt0015883	6.8	264
tt0015888	5.5	84
tt0015900	6.0	36
tt0015901	4.0	22
tt0015902	6.3	17
tt0015903	4.5	28
tt0015906	7.3	47
tt0015907	3.8	9
tt0015909	6.9	178
tt0015916	6.6	201
tt0015917	6.9	15
tt0015918	7.5	36
tt0015919	6.1	17
tt0015921	7.4	176
tt0015924	6.5	21
tt0015926	6.3	14
tt0015927	9.7	15
tt0015929	5.2	27
tt0015930	5.4	44
tt0015935	6.5	138
tt0015937	7.2	21
tt0015939	1.7	18
tt0015947	6.7	50
tt0015948	6.8	183
tt0015950	5.3	24
tt0015951	1.3	38
tt0015953	5.7	329
tt0015954	6.7	18
tt0015956	6.6	252
tt0015958	6.8	6
tt0015959	6.2	114
tt0015961	5.3	16
tt0015963	5.9	28
tt0015965	5.0	15
tt0015968	7.1	18
tt0015972	7.2	25
tt0015973	5.7	112
tt0015975	7.6	14
tt0015976	6.9	53
tt0015977	6.1	241
tt0015979	6.8	86
tt0015980	7.4	23
tt0015987	6.8	34
tt0015988	7.2	42
tt0015990	6.6	40
tt0015992	6.2	62
tt0015994	7.1	30
tt0015996	6.4	25
tt0015997	7.4	13
tt0015998	6.2	19
tt0016004	7.2	1155
tt0016005	6.7	688
tt0016006	5.8	144
tt0016008	6.1	26
tt0016013	7.2	534
tt0016017	7.1	14
tt0016022	5.9	129
tt0016023	6.8	516
tt0016027	7.2	17
tt0016028	6.8	971
tt0016029	7.0	1682
tt0016031	6.7	31
tt0016032	6.0	23
tt0016034	7.0	20
tt0016037	5.9	40
tt0016038	6.2	48
tt0016039	7.0	5140
tt0016042	6.2	21
tt0016049	6.3	109
tt0016051	6.7	34
tt0016052	5.3	29
tt0016053	6.2	68
tt0016060	5.5	41
tt0016061	5.6	16
tt0016063	6.9	41
tt0016064	6.8	28
tt0016065	5.7	49
tt0016066	6.1	14
tt0016069	6.8	21
tt0016073	6.0	16
tt0016076	4.4	22
tt0016084	6.9	26
tt0016085	5.2	53
tt0016094	5.6	29
tt0016096	7.2	89
tt0016097	6.2	25
tt0016104	7.3	2400
tt0016106	6.7	50
tt0016107	5.9	87
tt0016109	5.4	57
tt0016112	7.0	75
tt0016114	6.4	58
tt0016115	6.0	22
tt0016123	6.2	1147
tt0016129	6.0	151
tt0016130	7.0	10
tt0016134	7.6	22
tt0016140	5.6	21
tt0016142	6.3	138
tt0016145	7.2	10
tt0016147	5.8	66
tt0016150	6.4	13
tt0016156	7.1	45
tt0016159	6.3	12
tt0016163	7.2	51
tt0016167	6.3	16
tt0016170	5.5	22
tt0016172	6.1	68
tt0016174	2.4	180
tt0016184	1.6	173
tt0016185	7.0	400
tt0016186	5.2	18
tt0016192	6.6	13
tt0016194	6.9	20
tt0016195	8.3	31
tt0016198	5.8	32
tt0016200	3.2	13
tt0016201	6.1	245
tt0016202	6.5	17
tt0016205	7.0	151
tt0016207	7.3	14
tt0016212	6.4	57
tt0016213	6.9	21
tt0016214	5.5	24
tt0016218	4.9	23
tt0016220	7.6	18119
tt0016222	6.0	98
tt0016223	6.2	14
tt0016225	6.7	60
tt0016226	6.0	329
tt0016230	5.8	2483
tt0016231	5.6	31
tt0016232	7.2	270
tt0016234	5.4	18
tt0016235	6.2	73
tt0016237	6.2	52
tt0016238	6.3	24
tt0016240	6.6	161
tt0016241	5.1	249
tt0016245	5.1	71
tt0016246	6.9	43
tt0016251	5.2	195
tt0016258	7.1	352
tt0016259	7.0	25
tt0016268	7.2	67
tt0016276	6.5	349
tt0016283	7.2	65
tt0016284	6.9	26
tt0016286	6.6	25
tt0016288	6.3	214
tt0016294	6.4	163
tt0016295	6.4	9
tt0016297	5.5	11
tt0016300	5.2	22
tt0016301	7.4	25
tt0016305	6.5	23
tt0016307	6.9	17
tt0016308	6.6	547
tt0016309	5.6	248
tt0016310	6.6	385
tt0016323	5.7	25
tt0016324	3.9	21
tt0016325	6.5	58
tt0016328	6.2	20
tt0016332	7.9	10127
tt0016333	5.9	17
tt0016334	6.5	36
tt0016338	5.8	144
tt0016341	6.3	15
tt0016343	5.0	15
tt0016345	8.2	19
tt0016346	7.2	101
tt0016351	6.0	24
tt0016358	2.1	172
tt0016359	5.8	108
tt0016361	7.0	108
tt0016364	5.3	63
tt0016367	5.6	36
tt0016368	6.6	21
tt0016373	5.5	76
tt0016374	4.6	23
tt0016375	5.9	194
tt0016377	5.6	132
tt0016382	7.0	21
tt0016384	5.8	87
tt0016389	5.9	18
tt0016390	7.3	120
tt0016392	6.3	352
tt0016394	6.8	964
tt0016395	7.2	338
tt0016398	6.0	15
tt0016399	5.4	32
tt0016400	7.2	18
tt0016403	6.9	27
tt0016406	8.0	12
tt0016408	3.7	10
tt0016409	6.7	38
tt0016417	4.9	48
tt0016420	6.3	29
tt0016424	5.3	14
tt0016430	5.9	28
tt0016432	6.3	14
tt0016433	4.7	16
tt0016434	6.8	10
tt0016438	6.6	26
tt0016439	6.4	137
tt0016446	7.2	107
tt0016449	5.1	20
tt0016453	5.5	17
tt0016461	6.5	613
tt0016462	6.2	11
tt0016463	5.4	36
tt0016467	5.2	19
tt0016468	5.2	25
tt0016469	6.0	135
tt0016471	6.6	87
tt0016473	7.2	1910
tt0016478	6.5	53
tt0016480	6.9	335
tt0016481	7.4	1206
tt0016487	7.1	72
tt0016491	7.7	763
tt0016493	6.7	222
tt0016497	6.8	26
tt0016499	6.3	36
tt0016500	6.7	34
tt0016501	6.3	14
tt0016507	5.7	15
tt0016515	5.1	19
tt0016518	6.0	18
tt0016521	7.1	29
tt0016523	6.4	17
tt0016524	5.9	40
tt0016526	7.2	71
tt0016530	6.4	36
tt0016532	5.4	16
tt0016533	5.8	21
tt0016534	6.8	71
tt0016535	1.9	19
tt0016541	7.0	58
tt0016544	5.0	1511
tt0016545	5.5	296
tt0016546	7.0	11
tt0016548	6.9	162
tt0016550	6.4	85
tt0016553	6.3	16
tt0016558	6.8	27
tt0016559	6.9	132
tt0016560	6.1	651
tt0016561	7.2	8
tt0016563	6.6	146
tt0016564	7.1	29
tt0016570	5.1	26
tt0016573	4.8	18
tt0016575	5.8	31
tt0016580	6.6	27
tt0016581	6.4	29
tt0016582	5.8	67
tt0016583	5.2	180
tt0016584	6.6	25
tt0016585	5.4	190
tt0016586	4.8	128
tt0016587	4.9	131
tt0016588	6.7	27
tt0016589	5.3	208
tt0016590	5.9	41
tt0016591	5.0	119
tt0016592	6.1	26
tt0016593	5.4	250
tt0016594	5.1	168
tt0016595	6.0	32
tt0016597	6.1	20
tt0016598	6.2	23
tt0016600	5.1	381
tt0016601	6.4	14
tt0016603	7.3	47
tt0016607	6.6	41
tt0016615	5.8	24
tt0016618	5.0	12
tt0016621	6.1	10
tt0016623	7.0	19
tt0016624	5.6	6
tt0016627	7.1	1198
tt0016628	7.4	23
tt0016629	6.5	794
tt0016630	7.0	3359
tt0016632	6.3	158
tt0016634	7.1	401
tt0016638	6.3	53
tt0016639	7.3	64
tt0016640	6.4	436
tt0016641	7.8	7597
tt0016642	7.0	19
tt0016643	6.2	245
tt0016646	6.5	485
tt0016650	6.9	15
tt0016653	4.8	24
tt0016654	7.1	1879
tt0016655	6.8	783
tt0016658	4.4	24
tt0016659	2.5	23
tt0016660	6.0	40
tt0016664	5.7	183
tt0016666	5.2	23
tt0016669	7.3	1586
tt0016672	5.4	586
tt0016673	7.0	14
tt0016675	6.7	13
tt0016676	4.8	26
tt0016677	7.4	18
tt0016679	5.2	20
tt0016685	6.8	15
tt0016687	6.6	11
tt0016689	6.7	18
tt0016690	6.3	1476
tt0016691	6.7	133
tt0016692	6.3	28
tt0016693	6.7	15
tt0016694	6.7	20
tt0016695	5.4	22
tt0016696	7.2	26
tt0016701	7.6	11
tt0016703	8.0	19
tt0016706	7.6	36
tt0016709	6.8	100
tt0016710	5.8	16
tt0016713	2.2	22
tt0016715	6.1	20
tt0016716	4.5	33
tt0016719	5.6	21
tt0016722	4.2	7
tt0016724	6.7	15
tt0016726	6.8	90
tt0016730	6.1	116
tt0016732	6.3	15
tt0016733	6.1	15
tt0016734	7.5	25
tt0016743	6.4	19
tt0016745	6.1	26
tt0016747	6.5	271
tt0016749	6.0	46
tt0016751	7.4	89
tt0016762	6.7	176
tt0016766	6.0	21
tt0016768	5.7	20
tt0016770	7.0	22
tt0016772	5.4	13
tt0016776	6.0	18
tt0016778	6.8	20
tt0016781	5.4	16
tt0016782	6.0	37
tt0016783	6.8	138
tt0016784	4.8	17
tt0016787	7.6	30
tt0016790	6.4	11
tt0016794	5.6	50
tt0016796	3.6	12
tt0016800	7.6	49
tt0016801	7.0	204
tt0016804	7.1	811
tt0016806	6.7	16
tt0016807	6.0	17
tt0016812	7.0	104
tt0016814	7.2	12
tt0016815	4.9	27
tt0016820	6.6	316
tt0016822	7.0	1010
tt0016823	5.8	20
tt0016825	5.9	20
tt0016827	6.7	133
tt0016832	7.1	485
tt0016833	5.5	23
tt0016834	6.9	13
tt0016835	7.5	47
tt0016841	6.3	14
tt0016843	6.3	9
tt0016844	6.9	34
tt0016845	6.7	104
tt0016846	6.6	20
tt0016847	8.1	15033
tt0016848	5.1	31
tt0016850	5.7	65
tt0016851	6.3	176
tt0016854	6.3	260
tt0016855	6.1	12
tt0016858	5.7	16
tt0016860	5.9	21
tt0016862	6.8	12
tt0016865	5.1	21
tt0016867	5.7	18
tt0016871	6.0	820
tt0016873	5.4	20
tt0016874	7.7	51
tt0016875	7.4	28
tt0016878	5.3	21
tt0016881	7.1	26
tt0016884	7.6	4280
tt0016885	7.0	63
tt0016886	7.5	18
tt0016888	6.1	23
tt0016889	7.2	7
tt0016891	5.9	17
tt0016893	7.1	17
tt0016894	7.1	20
tt0016895	7.5	1671
tt0016902	5.7	25
tt0016903	5.4	526
tt0016904	6.6	14
tt0016906	5.6	20
tt0016910	6.2	30
tt0016912	6.9	21
tt0016914	6.8	727
tt0016915	6.4	76
tt0016916	5.1	26
tt0016917	5.5	83
tt0016921	6.6	16
tt0016925	5.4	19
tt0016926	5.2	14
tt0016930	4.9	35
tt0016935	6.8	62
tt0016939	6.4	335
tt0016940	7.0	22
tt0016943	6.0	12
tt0016946	2.1	20
tt0016947	6.6	260
tt0016948	7.2	19
tt0016949	6.2	19
tt0016950	4.8	22
tt0016953	6.6	810
tt0016959	5.7	22
tt0016963	4.1	29
tt0016964	6.4	22
tt0016971	5.8	159
tt0016972	7.1	47
tt0016974	5.6	70
tt0016979	2.7	9
tt0016981	6.1	20
tt0016983	5.0	10
tt0016988	5.8	61
tt0016989	6.4	44
tt0016999	7.0	93
tt0017000	6.7	20
tt0017001	1.7	22
tt0017003	6.6	82
tt0017004	6.5	290
tt0017007	6.6	149
tt0017009	7.7	12
tt0017010	6.6	97
tt0017013	4.0	54
tt0017014	7.4	106
tt0017017	5.2	15
tt0017020	7.0	10
tt0017022	6.2	14
tt0017023	7.1	15
tt0017025	7.3	113
tt0017027	7.2	12
tt0017028	7.0	182
tt0017029	6.8	438
tt0017033	6.9	96
tt0017035	7.5	21
tt0017036	6.9	16
tt0017037	6.8	21
tt0017040	7.0	38
tt0017041	6.9	22
tt0017042	7.1	21
tt0017043	4.7	11
tt0017045	6.5	55
